User_ID,Date,Time,Exercise_Type,Exercise_Duration
13,2023-09-13,19:54,Yoga,43
13,2023-09-14,15:27,Strength,41
13,2023-09-15,08:36,Yoga,32
13,2023-09-18,18:32,Strength,45
13,2023-09-19,05:20,Strength,39
13,2023-09-21,10:46,HIIT,54
13,2023-09-23,15:34,Strength,52
13,2023-09-24,12:47,HIIT,34
13,2023-09-25,05:57,Cardio,27
13,2023-09-26,08:55,Yoga,43
13,2023-09-28,18:04,HIIT,42
13,2023-10-01,18:47,Strength,58
13,2023-10-02,19:42,Cardio,37
13,2023-10-04,05:09,Strength,22
13,2023-10-05,20:05,Cardio,58
13,2023-10-06,10:28,Yoga,55
13,2023-10-07,09:58,Cardio,58
13,2023-10-08,07:41,Yoga,30
13,2023-10-09,18:31,Strength,45
13,2023-10-10,17:04,Cardio,48
13,2023-10-11,08:00,Cardio,31
13,2023-10-12,12:35,Strength,59
13,2023-10-14,09:43,Yoga,34
13,2023-10-15,06:37,Cardio,54
13,2023-10-17,16:53,Yoga,44
13,2023-10-19,16:45,HIIT,53
13,2023-10-21,10:09,Yoga,23
13,2023-10-23,09:00,HIIT,46
13,2023-10-24,17:58,HIIT,55
13,2023-10-27,13:09,Cardio,34
13,2023-10-28,10:08,HIIT,30
13,2023-10-29,08:52,HIIT,43
13,2023-10-30,13:39,Yoga,24
13,2023-11-01,12:49,Yoga,53
13,2023-11-02,09:29,HIIT,39
13,2023-11-03,17:47,Yoga,37
13,2023-11-04,09:00,HIIT,54
13,2023-11-05,19:00,Cardio,32
13,2023-11-06,11:16,Cardio,24
13,2023-11-08,09:21,HIIT,47
13,2023-11-09,15:25,Cardio,22
13,2023-11-11,20:57,HIIT,57
13,2023-11-12,16:02,Cardio,53
13,2023-11-13,06:30,Cardio,37
13,2023-11-15,14:31,Yoga,28
13,2023-11-17,08:17,Strength,26
13,2023-11-22,06:37,Yoga,49
13,2023-11-23,06:32,Yoga,53
13,2023-11-26,05:11,Yoga,27
13,2023-11-28,10:52,Yoga,38
13,2023-11-29,14:15,HIIT,43
13,2023-11-30,06:32,Strength,34
13,2023-12-01,12:00,Yoga,38
13,2023-12-02,07:09,Strength,35
13,2023-12-03,15:13,HIIT,51
13,2023-12-04,17:40,Yoga,26
13,2023-12-05,08:05,HIIT,55
13,2023-12-06,18:07,Yoga,28
13,2023-12-07,05:08,Strength,24
13,2023-12-08,07:03,Cardio,34
13,2023-12-09,08:50,Cardio,44
13,2023-12-10,05:00,Strength,51
13,2023-12-11,08:57,HIIT,38
13,2023-12-13,07:56,Yoga,23
13,2023-12-15,16:33,Strength,23
13,2023-12-18,15:29,HIIT,33
13,2023-12-19,08:49,Cardio,48
13,2023-12-20,17:37,HIIT,20
13,2023-12-23,12:54,HIIT,24
13,2023-12-25,06:58,Cardio,28
13,2023-12-26,17:33,Yoga,23
13,2023-12-27,17:15,Cardio,52
13,2023-12-29,10:16,HIIT,44
13,2023-12-30,12:36,Cardio,27
14,2023-07-02,10:01,Strength,56
14,2023-07-03,14:16,HIIT,20
14,2023-07-05,12:51,HIIT,35
14,2023-07-07,11:12,Yoga,55
14,2023-07-08,13:21,HIIT,22
14,2023-07-10,17:32,HIIT,39
14,2023-07-13,07:31,Yoga,28
14,2023-07-16,18:30,HIIT,26
14,2023-07-17,14:43,Strength,51
14,2023-07-18,18:58,Strength,32
14,2023-07-19,17:55,Cardio,56
14,2023-07-20,15:23,Strength,25
14,2023-07-22,18:20,HIIT,58
14,2023-07-25,11:28,Cardio,48
14,2023-07-26,08:12,Cardio,45
14,2023-07-27,06:44,HIIT,30
14,2023-07-29,17:25,HIIT,56
14,2023-07-30,17:04,HIIT,38
14,2023-08-03,07:41,Strength,33
14,2023-08-04,15:29,Cardio,57
14,2023-08-05,19:30,Strength,25
14,2023-08-06,05:23,Strength,30
14,2023-08-09,12:08,Strength,37
14,2023-08-10,17:32,Strength,50
14,2023-08-11,09:23,Cardio,30
14,2023-08-14,10:38,Cardio,30
14,2023-08-16,09:49,HIIT,51
14,2023-08-17,20:25,Yoga,56
14,2023-08-18,10:01,Strength,37
14,2023-08-19,18:10,Cardio,57
14,2023-08-21,15:49,Strength,23
14,2023-08-23,09:53,Strength,33
14,2023-08-24,05:42,HIIT,22
14,2023-08-25,07:26,HIIT,45
14,2023-08-26,18:41,Strength,50
14,2023-08-27,14:22,Cardio,34
14,2023-08-28,09:16,Cardio,47
14,2023-08-29,17:09,Yoga,55
14,2023-09-01,19:44,HIIT,49
14,2023-09-04,18:05,Strength,45
14,2023-09-05,07:13,Strength,33
14,2023-09-06,05:37,Yoga,55
14,2023-09-07,09:16,Strength,53
14,2023-09-09,14:03,Cardio,57
14,2023-09-10,09:46,HIIT,22
14,2023-09-11,11:49,HIIT,51
14,2023-09-13,10:20,Cardio,41
14,2023-09-14,14:47,Yoga,43
14,2023-09-15,10:07,Yoga,27
14,2023-09-16,09:03,Strength,25
14,2023-09-17,14:31,Strength,33
14,2023-09-22,12:15,Strength,58
14,2023-09-23,18:51,HIIT,39
14,2023-09-25,16:44,HIIT,20
14,2023-09-26,18:34,Cardio,33
14,2023-09-27,20:04,Yoga,45
14,2023-09-30,13:59,Strength,41
14,2023-10-01,13:09,Yoga,24
14,2023-10-02,16:15,HIIT,51
14,2023-10-03,20:23,Cardio,40
14,2023-10-04,13:21,Yoga,39
14,2023-10-05,06:05,Cardio,58
14,2023-10-06,16:17,Strength,41
14,2023-10-09,12:42,HIIT,21
14,2023-10-10,09:48,Yoga,33
14,2023-10-11,06:12,Yoga,49
14,2023-10-12,17:30,Cardio,52
14,2023-10-14,15:35,Yoga,30
14,2023-10-17,06:55,HIIT,23
14,2023-10-18,07:50,Yoga,27
14,2023-10-19,18:45,Strength,36
14,2023-10-20,18:21,Cardio,26
14,2023-10-21,19:43,HIIT,20
14,2023-10-22,11:21,HIIT,24
14,2023-10-23,14:58,Cardio,25
14,2023-10-24,06:39,Yoga,39
14,2023-10-27,08:12,Yoga,49
14,2023-10-28,10:49,HIIT,50
14,2023-10-29,12:19,Strength,39
14,2023-10-30,08:15,Cardio,29
14,2023-11-01,11:10,Cardio,32
14,2023-11-02,11:48,Strength,27
14,2023-11-03,16:25,Cardio,35
14,2023-11-04,06:15,Yoga,38
14,2023-11-05,11:01,Cardio,26
14,2023-11-06,20:36,HIIT,22
14,2023-11-07,20:22,HIIT,53
14,2023-11-09,19:39,Yoga,27
14,2023-11-10,12:16,Yoga,20
14,2023-11-11,20:34,Cardio,52
14,2023-11-12,12:37,Strength,35
14,2023-11-13,15:48,HIIT,58
14,2023-11-14,14:00,HIIT,22
14,2023-11-15,11:18,Yoga,20
14,2023-11-17,13:02,Cardio,39
14,2023-11-19,09:19,Strength,43
14,2023-11-20,08:51,Yoga,57
14,2023-11-21,06:41,Strength,36
14,2023-11-23,07:06,HIIT,26
14,2023-11-27,07:38,Yoga,55
14,2023-11-28,13:58,Cardio,57
14,2023-11-30,09:31,Yoga,54
14,2023-12-02,17:04,Strength,29
14,2023-12-03,10:12,Cardio,23
14,2023-12-05,16:14,Strength,22
14,2023-12-07,10:34,Cardio,37
14,2023-12-09,10:32,Strength,30
14,2023-12-10,07:12,Yoga,44
14,2023-12-11,13:17,Yoga,24
14,2023-12-12,09:18,Yoga,27
14,2023-12-13,20:16,Strength,27
14,2023-12-14,20:34,Strength,43
14,2023-12-15,15:19,Cardio,58
14,2023-12-18,16:16,Strength,57
14,2023-12-20,08:25,Cardio,26
14,2023-12-21,20:51,Cardio,29
14,2023-12-22,06:24,Strength,39
14,2023-12-24,14:37,Yoga,55
14,2023-12-27,12:26,HIIT,40
14,2023-12-28,20:37,HIIT,42
14,2023-12-29,12:42,Yoga,52
14,2023-12-30,07:57,Yoga,37
15,2023-07-02,06:38,Strength,23
15,2023-07-03,19:54,Strength,31
15,2023-07-04,13:14,Cardio,52
15,2023-07-05,13:35,HIIT,41
15,2023-07-08,19:37,HIIT,36
15,2023-07-09,06:43,Yoga,58
15,2023-07-11,16:04,Yoga,56
15,2023-07-13,05:28,Cardio,36
15,2023-07-14,15:14,Strength,20
15,2023-07-16,12:03,Strength,46
15,2023-07-19,14:07,Cardio,22
15,2023-07-20,09:26,Cardio,52
15,2023-07-21,14:57,Strength,59
15,2023-07-23,19:08,Strength,46
15,2023-07-24,13:09,Cardio,34
15,2023-07-25,16:37,Cardio,46
15,2023-07-26,16:15,Yoga,39
15,2023-07-29,11:05,Cardio,40
15,2023-07-30,07:33,Cardio,54
15,2023-08-02,08:07,Strength,58
15,2023-08-03,15:26,Cardio,49
15,2023-08-04,15:45,Cardio,27
15,2023-08-05,08:48,Strength,37
15,2023-08-08,18:12,Yoga,45
15,2023-08-09,18:52,Cardio,27
15,2023-08-10,13:18,Yoga,25
15,2023-08-11,20:54,Yoga,27
15,2023-08-15,17:38,Yoga,23
15,2023-08-16,09:50,HIIT,36
15,2023-08-17,15:31,HIIT,47
15,2023-08-18,20:30,Strength,31
15,2023-08-20,12:49,Cardio,36
15,2023-08-21,12:47,Strength,45
15,2023-08-24,14:58,Yoga,47
15,2023-08-25,13:29,Yoga,39
15,2023-08-28,14:37,Strength,47
15,2023-08-30,15:01,Cardio,47
15,2023-09-01,10:19,HIIT,25
15,2023-09-04,15:30,Yoga,44
15,2023-09-05,13:59,HIIT,36
15,2023-09-06,20:40,Strength,53
15,2023-09-07,15:59,Strength,23
15,2023-09-09,10:07,HIIT,32
15,2023-09-10,17:15,Strength,30
15,2023-09-11,09:25,HIIT,47
15,2023-09-14,13:10,HIIT,49
15,2023-09-15,11:02,Strength,30
15,2023-09-16,17:23,Yoga,52
15,2023-09-18,10:10,HIIT,59
15,2023-09-20,15:49,HIIT,27
15,2023-09-22,05:25,Strength,22
15,2023-09-23,05:19,HIIT,43
15,2023-09-24,07:41,Strength,33
15,2023-09-25,18:35,Yoga,23
15,2023-09-27,08:42,Cardio,26
15,2023-09-28,16:13,Strength,40
15,2023-09-29,17:36,Yoga,59
15,2023-10-01,13:57,HIIT,35
15,2023-10-02,19:53,Yoga,27
15,2023-10-03,09:41,Cardio,33
15,2023-10-04,08:27,Yoga,54
15,2023-10-06,08:08,HIIT,52
15,2023-10-08,20:35,Yoga,45
15,2023-10-09,17:06,Strength,49
15,2023-10-10,17:56,Cardio,54
15,2023-10-12,11:13,Cardio,51
15,2023-10-14,06:28,Yoga,33
15,2023-10-21,08:35,Strength,46
15,2023-10-23,05:47,Cardio,23
15,2023-10-25,06:03,Yoga,29
15,2023-10-29,07:04,HIIT,42
15,2023-10-30,15:49,Yoga,44
15,2023-11-01,17:58,Cardio,54
15,2023-11-07,07:04,Cardio,59
15,2023-11-09,13:19,Cardio,37
15,2023-11-10,20:17,Strength,38
15,2023-11-11,05:27,HIIT,58
15,2023-11-12,06:01,Strength,25
15,2023-11-14,15:17,HIIT,42
15,2023-11-16,14:19,Cardio,45
15,2023-11-17,20:14,Strength,26
15,2023-11-18,15:24,Strength,22
15,2023-11-19,15:09,Strength,42
15,2023-11-20,13:17,Yoga,52
15,2023-11-21,18:07,HIIT,55
15,2023-11-22,15:52,Strength,20
15,2023-11-23,07:47,Strength,39
15,2023-11-24,07:03,Strength,47
15,2023-11-25,09:21,Yoga,58
15,2023-11-26,13:56,Yoga,43
15,2023-11-27,07:21,HIIT,30
15,2023-11-28,14:31,HIIT,41
15,2023-11-29,12:59,Cardio,57
15,2023-12-01,08:05,Strength,54
15,2023-12-03,09:56,Strength,55
15,2023-12-04,08:07,Yoga,35
15,2023-12-05,09:38,Strength,38
15,2023-12-06,05:08,Yoga,53
15,2023-12-07,09:39,Yoga,35
15,2023-12-10,05:12,Cardio,45
15,2023-12-11,11:53,Cardio,26
15,2023-12-12,11:02,HIIT,28
15,2023-12-13,13:28,Cardio,57
15,2023-12-16,20:41,Yoga,37
15,2023-12-18,11:06,Cardio,32
15,2023-12-19,11:44,Yoga,34
15,2023-12-22,12:55,Yoga,22
15,2023-12-23,06:31,HIIT,47
15,2023-12-24,09:48,Yoga,33
15,2023-12-25,11:40,HIIT,56
15,2023-12-26,09:02,Cardio,30
15,2023-12-27,07:13,HIIT,24
15,2023-12-28,18:16,HIIT,44
15,2023-12-30,07:26,HIIT,26
15,2023-13-01,11:50,Yoga,44
16,2023-07-03,11:24,Cardio,51
16,2023-07-04,14:46,Strength,51
16,2023-07-06,09:31,Cardio,21
16,2023-07-07,10:41,Cardio,31
16,2023-07-08,05:37,Cardio,55
16,2023-07-09,11:11,Yoga,54
16,2023-07-10,09:24,Strength,57
16,2023-07-11,05:07,Cardio,22
16,2023-07-12,11:38,Yoga,34
16,2023-07-14,17:54,Cardio,26
16,2023-07-16,19:51,Cardio,38
16,2023-07-17,15:43,Strength,22
16,2023-07-19,09:24,HIIT,23
16,2023-07-20,16:19,Yoga,50
16,2023-07-22,13:33,Yoga,59
16,2023-07-23,19:14,Strength,45
16,2023-07-24,05:24,Strength,53
16,2023-07-25,17:39,Cardio,56
16,2023-07-27,18:52,HIIT,50
16,2023-07-29,06:52,Cardio,21
16,2023-07-30,11:14,Strength,50
16,2023-08-03,08:35,Yoga,22
16,2023-08-04,13:10,Strength,35
16,2023-08-05,20:01,Cardio,51
16,2023-08-06,18:50,Strength,34
16,2023-08-07,06:03,Strength,48
16,2023-08-09,16:39,HIIT,36
16,2023-08-11,11:32,Cardio,57
16,2023-08-12,19:50,Cardio,52
16,2023-08-13,06:37,HIIT,34
16,2023-08-15,15:15,Cardio,42
16,2023-08-16,20:58,Strength,59
16,2023-08-18,15:46,Strength,26
16,2023-08-20,19:07,Strength,31
16,2023-08-23,18:21,Yoga,59
16,2023-08-24,11:23,Yoga,29
16,2023-08-27,05:02,HIIT,28
16,2023-08-28,15:03,Cardio,34
16,2023-09-01,19:44,HIIT,51
16,2023-09-03,17:40,Cardio,46
16,2023-09-04,19:26,Cardio,52
16,2023-09-05,11:53,HIIT,28
16,2023-09-06,20:30,Yoga,35
16,2023-09-08,12:52,Cardio,47
16,2023-09-09,15:14,Strength,29
16,2023-09-10,17:19,Strength,54
16,2023-09-12,06:01,Strength,26
16,2023-09-13,09:15,Cardio,28
16,2023-09-16,07:08,Cardio,51
16,2023-09-17,07:26,Yoga,45
16,2023-09-20,16:03,Yoga,26
16,2023-09-23,13:17,HIIT,55
16,2023-09-24,05:01,HIIT,28
16,2023-09-25,09:37,HIIT,57
16,2023-09-26,10:19,HIIT,57
16,2023-09-27,13:52,HIIT,27
16,2023-09-29,15:16,Strength,52
16,2023-09-30,15:12,HIIT,38
16,2023-10-02,17:25,Cardio,30
16,2023-10-03,16:20,Yoga,22
16,2023-10-04,14:31,Yoga,29
16,2023-10-05,12:27,Cardio,49
16,2023-10-06,10:13,Strength,37
16,2023-10-09,12:44,Cardio,27
16,2023-10-12,06:56,Yoga,29
16,2023-10-13,09:00,Cardio,40
16,2023-10-14,10:37,HIIT,25
16,2023-10-16,14:29,Cardio,21
16,2023-10-17,14:52,HIIT,24
16,2023-10-19,15:15,Cardio,40
16,2023-10-20,17:35,Yoga,48
16,2023-10-21,19:16,Cardio,48
16,2023-10-22,18:06,HIIT,31
16,2023-10-23,11:05,Cardio,51
16,2023-10-24,14:06,Yoga,47
16,2023-10-25,12:10,Yoga,36
16,2023-10-27,10:02,HIIT,34
16,2023-10-29,19:09,HIIT,46
16,2023-11-01,18:19,HIIT,23
16,2023-11-05,05:47,Yoga,58
16,2023-11-06,11:43,HIIT,45
16,2023-11-07,06:59,Cardio,46
16,2023-11-08,18:07,Strength,34
16,2023-11-10,18:18,Yoga,56
16,2023-11-12,13:49,Strength,38
16,2023-11-13,09:07,HIIT,59
16,2023-11-14,07:02,Yoga,35
16,2023-11-15,14:46,Strength,56
16,2023-11-16,12:47,Strength,24
16,2023-11-17,05:11,Cardio,57
16,2023-11-18,11:40,Cardio,52
16,2023-11-20,18:51,HIIT,52
16,2023-11-22,19:22,Yoga,42
16,2023-11-23,15:09,Strength,48
16,2023-11-24,05:57,Yoga,23
16,2023-11-25,20:43,Strength,46
16,2023-11-26,05:49,HIIT,28
16,2023-11-27,15:48,Strength,52
16,2023-11-28,06:59,Yoga,21
16,2023-11-29,17:15,HIIT,30
16,2023-11-30,15:24,Yoga,28
16,2023-12-01,06:24,Yoga,30
16,2023-12-02,06:59,Strength,31
16,2023-12-03,07:07,HIIT,23
16,2023-12-04,09:18,Strength,35
16,2023-12-05,18:36,HIIT,56
16,2023-12-06,18:28,Yoga,57
16,2023-12-08,06:05,Yoga,59
16,2023-12-09,11:19,HIIT,21
16,2023-12-10,14:37,HIIT,29
16,2023-12-11,12:16,HIIT,57
16,2023-12-12,13:32,Strength,38
16,2023-12-14,05:53,HIIT,50
16,2023-12-15,13:33,Cardio,42
16,2023-12-17,17:27,Yoga,54
16,2023-12-18,19:08,Yoga,26
16,2023-12-20,09:49,Cardio,48
16,2023-12-21,08:49,HIIT,43
16,2023-12-22,15:52,Strength,36
16,2023-12-23,18:08,Yoga,20
16,2023-12-24,15:38,Yoga,35
16,2023-12-25,16:16,Cardio,54
16,2023-12-28,09:18,Yoga,39
16,2023-12-29,06:02,HIIT,24
16,2023-12-30,06:09,HIIT,44
16,2023-13-01,20:53,Yoga,20
17,2023-07-02,20:47,Cardio,33
17,2023-07-03,09:10,Yoga,37
17,2023-07-04,12:05,Cardio,32
17,2023-07-06,19:09,Strength,44
17,2023-07-07,09:04,Strength,58
17,2023-07-08,19:16,Cardio,59
17,2023-07-09,09:49,Yoga,22
17,2023-07-10,11:46,Cardio,25
17,2023-07-11,20:51,Strength,38
17,2023-07-12,11:53,Strength,45
17,2023-07-14,07:31,Cardio,47
17,2023-07-15,14:59,Strength,57
17,2023-07-18,20:59,Yoga,36
17,2023-07-21,13:35,Strength,59
17,2023-07-22,15:55,Yoga,35
17,2023-07-23,07:03,Strength,56
17,2023-07-24,10:11,Cardio,43
17,2023-07-25,12:24,Yoga,51
17,2023-07-26,14:13,Yoga,21
17,2023-07-28,05:10,Cardio,33
17,2023-07-30,16:27,Yoga,26
17,2023-08-02,09:44,HIIT,29
17,2023-08-03,08:12,Yoga,46
17,2023-08-04,06:32,Strength,34
17,2023-08-05,09:42,Cardio,23
17,2023-08-07,16:06,HIIT,52
17,2023-08-08,13:14,Cardio,52
17,2023-08-09,16:25,Strength,27
17,2023-08-11,11:23,Strength,25
17,2023-08-13,07:43,HIIT,53
17,2023-08-14,16:28,Strength,55
17,2023-08-15,16:43,Cardio,58
17,2023-08-16,10:46,HIIT,22
17,2023-08-17,14:38,HIIT,39
17,2023-08-18,17:21,Cardio,38
17,2023-08-19,06:40,Yoga,33
17,2023-08-21,11:32,Strength,57
17,2023-08-22,15:45,Cardio,31
17,2023-08-23,13:38,Yoga,54
17,2023-08-24,19:40,Cardio,35
17,2023-08-25,16:08,HIIT,28
17,2023-08-26,08:43,Yoga,40
17,2023-08-30,09:52,Cardio,25
17,2023-09-01,15:25,Strength,49
17,2023-09-02,05:04,Yoga,35
17,2023-09-03,07:32,Cardio,52
17,2023-09-06,08:14,Cardio,21
17,2023-09-07,12:41,Yoga,32
17,2023-09-08,18:34,Yoga,34
17,2023-09-09,18:42,Yoga,25
17,2023-09-13,14:43,Yoga,28
17,2023-09-15,17:01,Cardio,51
17,2023-09-16,17:10,Strength,42
17,2023-09-17,16:01,Yoga,20
17,2023-09-18,17:17,Strength,44
17,2023-09-21,13:16,Strength,20
17,2023-09-23,13:23,Cardio,58
17,2023-09-24,05:25,Cardio,20
17,2023-09-25,19:52,Yoga,44
17,2023-09-27,15:56,Cardio,45
17,2023-09-28,08:17,Strength,58
17,2023-09-29,13:31,Strength,53
17,2023-09-30,12:01,Cardio,36
17,2023-10-01,08:28,HIIT,55
17,2023-10-02,08:55,Yoga,32
17,2023-10-03,19:45,HIIT,58
17,2023-10-04,18:24,Yoga,34
17,2023-10-05,18:40,HIIT,45
17,2023-10-06,07:05,HIIT,52
17,2023-10-07,18:57,Yoga,50
17,2023-10-09,18:48,Yoga,57
17,2023-10-11,08:08,Yoga,27
17,2023-10-13,11:37,Cardio,47
17,2023-10-15,06:13,Yoga,55
17,2023-10-16,09:36,Cardio,47
17,2023-10-17,08:38,Cardio,46
17,2023-10-19,05:10,HIIT,34
17,2023-10-20,06:43,HIIT,52
17,2023-10-23,17:04,Strength,58
17,2023-10-25,16:23,Yoga,21
17,2023-10-26,09:07,Cardio,42
17,2023-10-27,20:48,Yoga,42
17,2023-10-28,20:53,HIIT,50
17,2023-10-29,20:43,Yoga,35
17,2023-10-30,09:59,Strength,24
17,2023-11-01,13:56,HIIT,45
17,2023-11-02,15:15,Strength,50
17,2023-11-03,19:37,Strength,44
17,2023-11-05,15:18,Strength,41
17,2023-11-06,05:45,Strength,27
17,2023-11-07,17:34,HIIT,30
17,2023-11-08,08:42,Yoga,59
17,2023-11-09,11:24,Strength,32
17,2023-11-10,12:05,Cardio,38
17,2023-11-11,19:46,HIIT,51
17,2023-11-13,05:36,Strength,53
17,2023-11-14,07:02,Strength,49
17,2023-11-17,18:24,Strength,56
17,2023-11-18,18:55,Strength,39
17,2023-11-19,10:36,Yoga,24
17,2023-11-20,11:11,HIIT,48
17,2023-11-21,13:32,Yoga,24
17,2023-11-22,16:14,Strength,39
17,2023-11-23,09:07,Yoga,35
17,2023-11-24,08:44,Cardio,23
17,2023-11-25,08:23,Cardio,25
17,2023-11-26,18:47,Cardio,22
17,2023-11-28,14:14,Cardio,35
17,2023-11-29,12:25,Strength,57
17,2023-12-02,06:29,Cardio,37
17,2023-12-03,07:08,Cardio,43
17,2023-12-04,12:12,Strength,28
17,2023-12-05,19:47,Yoga,24
17,2023-12-06,14:16,HIIT,40
17,2023-12-07,06:55,HIIT,31
17,2023-12-08,20:59,Yoga,59
17,2023-12-09,14:05,Strength,21
17,2023-12-11,15:57,Yoga,23
17,2023-12-12,18:04,Cardio,25
17,2023-12-13,15:38,HIIT,27
17,2023-12-15,17:14,Cardio,35
17,2023-12-16,13:42,Cardio,27
17,2023-12-17,17:50,Strength,47
17,2023-12-19,12:02,Strength,22
17,2023-12-20,11:43,HIIT,54
17,2023-12-21,07:14,Cardio,49
17,2023-12-22,07:36,Yoga,26
17,2023-12-23,06:44,Yoga,52
17,2023-12-24,20:46,Cardio,30
17,2023-12-25,12:50,Strength,30
17,2023-12-26,08:27,Yoga,39
17,2023-12-28,19:26,Yoga,45
17,2023-12-29,08:37,Strength,39
17,2023-12-30,06:12,Yoga,47
17,2023-13-01,18:04,Cardio,43
18,2023-07-02,08:08,Yoga,37
18,2023-07-04,13:26,HIIT,36
18,2023-07-05,13:59,HIIT,33
18,2023-07-07,07:20,Cardio,52
18,2023-07-08,15:49,Yoga,50
18,2023-07-09,16:35,Strength,32
18,2023-07-10,06:42,Cardio,31
18,2023-07-11,16:15,Yoga,47
18,2023-07-13,18:56,Yoga,25
18,2023-07-18,13:44,Strength,43
18,2023-07-20,12:57,Cardio,28
18,2023-07-21,19:31,Cardio,25
18,2023-07-22,18:13,Strength,47
18,2023-07-23,15:25,Strength,42
18,2023-07-24,14:23,Cardio,41
18,2023-07-25,15:32,Yoga,57
18,2023-07-26,13:20,Yoga,38
18,2023-07-28,11:06,Strength,38
18,2023-07-30,11:41,Cardio,37
18,2023-08-01,16:03,HIIT,42
18,2023-08-02,20:03,Yoga,48
18,2023-08-03,05:14,Cardio,49
18,2023-08-04,08:17,Yoga,27
18,2023-08-09,18:58,Yoga,44
18,2023-08-10,20:14,HIIT,52
18,2023-08-11,14:41,Cardio,32
18,2023-08-12,11:21,Cardio,31
18,2023-08-14,12:18,Strength,44
18,2023-08-15,06:58,Cardio,28
18,2023-08-17,14:04,HIIT,46
18,2023-08-18,09:33,Cardio,26
18,2023-08-21,15:12,Strength,58
18,2023-08-22,15:01,Yoga,58
18,2023-08-23,15:18,HIIT,59
18,2023-08-24,06:23,Strength,29
18,2023-08-27,06:37,Yoga,49
18,2023-08-28,16:12,Cardio,43
18,2023-08-29,17:02,HIIT,32
18,2023-08-30,20:00,Yoga,59
18,2023-09-01,13:53,Cardio,29
18,2023-09-03,07:50,HIIT,34
18,2023-09-04,18:29,HIIT,26
18,2023-09-07,07:42,Strength,35
18,2023-09-09,07:55,Yoga,52
18,2023-09-10,10:02,Cardio,40
18,2023-09-12,11:38,Yoga,50
18,2023-09-13,11:39,Strength,38
18,2023-09-15,10:44,Cardio,43
18,2023-09-16,09:48,Cardio,21
18,2023-09-18,14:56,HIIT,44
18,2023-09-21,09:00,Yoga,44
18,2023-09-22,16:43,Strength,36
18,2023-09-23,13:13,HIIT,23
18,2023-09-25,20:45,Yoga,34
18,2023-09-26,18:28,Strength,22
18,2023-09-27,13:26,Yoga,35
18,2023-09-28,13:37,Yoga,21
18,2023-09-30,09:15,Yoga,43
18,2023-10-03,16:03,Cardio,23
18,2023-10-04,20:19,HIIT,49
18,2023-10-05,20:45,Strength,58
18,2023-10-06,14:24,Cardio,48
18,2023-10-07,07:00,HIIT,51
18,2023-10-08,11:09,Yoga,21
18,2023-10-10,09:07,Yoga,47
18,2023-10-11,10:29,Cardio,26
18,2023-10-12,12:11,Strength,22
18,2023-10-13,20:02,HIIT,20
18,2023-10-15,13:15,Cardio,53
18,2023-10-17,14:29,HIIT,20
18,2023-10-18,18:46,Strength,39
18,2023-10-19,09:48,Strength,32
18,2023-10-21,06:58,Yoga,42
18,2023-10-22,09:18,Yoga,51
18,2023-10-23,11:40,Strength,27
18,2023-10-24,08:45,Yoga,33
18,2023-10-25,14:01,Strength,40
18,2023-10-26,14:17,Yoga,27
18,2023-11-01,20:14,Cardio,53
18,2023-11-02,19:45,HIIT,41
18,2023-11-05,20:36,Strength,44
18,2023-11-06,15:11,Yoga,39
18,2023-11-07,13:54,Yoga,33
18,2023-11-08,08:27,Yoga,32
18,2023-11-09,18:05,Cardio,35
18,2023-11-10,20:27,Cardio,59
18,2023-11-11,19:00,Strength,51
18,2023-11-13,19:50,Strength,59
18,2023-11-16,16:38,Cardio,31
18,2023-11-18,13:27,Cardio,48
18,2023-11-19,12:13,Yoga,35
18,2023-11-20,14:50,Yoga,36
18,2023-11-21,06:28,Yoga,36
18,2023-11-22,09:16,Yoga,22
18,2023-11-23,18:23,Yoga,52
18,2023-11-26,09:41,Yoga,29
18,2023-11-27,10:55,HIIT,46
18,2023-11-28,06:20,HIIT,23
18,2023-11-29,07:17,Yoga,53
18,2023-11-30,05:52,Strength,21
18,2023-12-01,17:19,Strength,52
18,2023-12-02,06:18,Yoga,26
18,2023-12-04,15:59,HIIT,44
18,2023-12-05,14:17,Yoga,59
18,2023-12-07,09:33,HIIT,53
18,2023-12-09,08:33,Strength,40
18,2023-12-10,14:46,HIIT,21
18,2023-12-12,10:04,Yoga,34
18,2023-12-14,11:40,Cardio,40
18,2023-12-15,05:50,Strength,38
18,2023-12-17,20:36,Strength,34
18,2023-12-18,20:31,HIIT,54
18,2023-12-19,08:27,HIIT,22
18,2023-12-20,16:09,Yoga,34
18,2023-12-21,09:57,HIIT,45
18,2023-12-23,19:49,Strength,35
18,2023-12-24,16:29,Yoga,22
18,2023-12-26,17:07,HIIT,44
18,2023-12-28,06:30,HIIT,57
18,2023-12-29,09:57,HIIT,21
18,2023-13-01,13:21,Yoga,53
19,2023-07-02,06:40,Yoga,54
19,2023-07-04,15:13,HIIT,28
19,2023-07-05,07:19,HIIT,58
19,2023-07-07,09:29,Cardio,59
19,2023-07-08,13:58,Strength,58
19,2023-07-09,05:56,Cardio,30
19,2023-07-10,16:08,HIIT,20
19,2023-07-12,12:00,HIIT,26
19,2023-07-13,12:39,Strength,28
19,2023-07-15,05:44,Yoga,25
19,2023-07-16,16:56,Yoga,45
19,2023-07-17,19:33,Cardio,41
19,2023-07-18,12:28,Yoga,42
19,2023-07-19,18:49,Strength,41
